day,accountId,maximum,average,AATotal,CCTotal,FFTotal
26,A38,934.23,550.46,0.0,55.4,0.0
26,A39,832.82,573.25,0.0,832.82,322.8
26,A4,707.51,481.43,0.0,707.51,0.0
26,A40,858.33,532.22,669.76,316.05,0.0
26,A41,330.32,317.16,0.0,0.0,304.01
26,A42,999.53,580.91,0.0,0.0,0.0
26,A43,362.56,277.91,362.56,0.0,0.0
26,A44,809.19,528.15,504.63,1177.49,0.0
26,A46,885.94,622.57,418.25,0.0,262.97
26,A47,972.8,894.1,0.0,0.0,1788.19
26,A48,510.68,357.68,0.0,402.8,517.23
26,A49,315.35,155.12,0.0,315.35,0.0
26,A5,716.41,329.53,0.0,495.82,105.9
26,A6,683.55,525.17,0.0,0.0,0.0
26,A7,759.84,759.84,0.0,0.0,0.0
26,A8,520.24,507.91,0.0,0.0,0.0
26,A9,817.52,703.57,1527.14,0.0,0.0
27,A1,663.04,356.91,773.75,663.04,37.55
27,A10,786.38,390.94,665.08,129.08,0.0
27,A11,718.22,346.88,0.0,0.0,0.0
27,A12,925.9,716.62,0.0,0.0,507.34
27,A13,804.62,750.37,0.0,1500.73,0.0
27,A14,950.86,540.4,0.0,691.66,950.86
27,A15,767.2,497.04,0.0,1170.89,216.16
27,A16,670.03,466.2,402.91,0.0,0.0
27,A17,969.1,736.5,0.0,969.1,846.92
27,A18,603.92,286.02,855.14,841.49,183.53
27,A19,201.63,201.63,0.0,0.0,0.0
27,A2,977.2,714.61,638.95,0.0,627.11
27,A20,904.08,660.05,0.0,217.2,0.0
27,A21,937.1,438.42,0.0,22.89,0.0
27,A22,850.32,522.81,287.39,850.32,0.0
27,A23,636.67,479.12,0.0,0.0,0.0
27,A24,631.91,290.15,0.0,0.0,969.39
27,A25,661.71,418.17,0.0,0.0,661.71
27,A26,682.15,442.01,0.0,307.88,0.0
27,A27,832.59,737.38,0.0,1619.31,0.0
27,A28,941.1,502.08,145.5,0.0,915.79
27,A29,942.92,545.3,0.0,0.0,942.92
27,A3,613.79,338.37,13.71,0.0,507.44
27,A30,632.58,467.35,195.72,0.0,0.0
27,A31,723.88,526.3,0.0,660.74,406.26
27,A32,911.33,681.6,911.33,0.0,381.69
27,A33,980.05,700.42,89.59,854.59,1857.49
27,A34,888.58,509.97,888.58,877.84,0.0
27,A35,825.15,733.11,0.0,0.0,641.07
27,A36,757.76,489.58,0.0,0.0,757.76
27,A37,763.82,763.82,0.0,0.0,763.82
27,A38,934.23,428.78,0.0,55.4,0.0
27,A39,832.82,573.25,0.0,832.82,322.8
27,A4,707.51,481.43,0.0,707.51,0.0
27,A40,858.33,486.37,0.0,316.05,0.0
27,A41,913.75,516.03,0.0,0.0,304.01
27,A42,999.53,512.85,0.0,0.0,0.0
27,A43,581.54,472.05,362.56,0.0,0.0
27,A44,903.72,612.94,504.63,0.0,0.0
27,A45,618.38,529.27,0.0,0.0,0.0
27,A46,885.94,622.57,418.25,0.0,262.97
27,A47,972.8,912.9,0.0,0.0,1788.19
27,A48,510.68,353.19,0.0,402.8,146.1
27,A49,315.35,155.12,0.0,315.35,0.0
27,A5,921.92,449.04,0.0,51.93,105.9
27,A6,683.55,563.55,0.0,0.0,0.0
27,A7,566.92,566.92,0.0,0.0,566.92
27,A8,520.24,507.91,0.0,0.0,0.0
27,A9,772.53,534.53,850.98,0.0,0.0
28,A1,621.24,389.27,773.75,0.0,0.0
28,A10,904.59,439.22,665.08,129.08,350.59
28,A11,718.22,409.95,0.0,0.0,0.0
28,A12,987.85,807.03,0.0,0.0,1495.19
28,A13,866.5,789.08,866.5,1500.73,0.0
28,A14,950.86,655.97,641.96,309.33,950.86
28,A15,767.2,427.5,0.0,1170.89,216.16
28,A16,670.03,464.08,858.49,0.0,0.0
28,A17,969.1,666.18,0.0,969.1,2310.74
28,A18,603.92,292.94,855.14,603.92,183.53
28,A19,507.86,354.75,507.86,0.0,0.0
28,A2,977.2,736.49,638.95,0.0,0.0
28,A20,904.08,660.05,0.0,217.2,0.0
28,A21,937.1,480.0,0.0,22.89,0.0
28,A22,934.8,673.78,287.39,850.32,0.0
28,A23,636.67,479.12,0.0,0.0,0.0
28,A24,820.79,424.98,0.0,820.79,337.48
28,A25,948.01,545.55,0.0,825.71,661.71
28,A26,682.15,442.01,0.0,307.88,0.0
28,A27,832.59,737.38,0.0,1619.31,0.0
28,A28,941.1,502.08,145.5,0.0,915.79
28,A29,742.93,510.0,0.0,0.0,0.0
28,A3,613.79,359.81,13.71,0.0,835.68
28,A30,632.58,484.15,0.0,0.0,236.82
28,A31,723.88,526.3,0.0,660.74,406.26
28,A32,911.33,573.01,911.33,0.0,381.69
28,A33,877.44,485.1,89.59,854.59,877.44
28,A34,888.58,509.97,888.58,877.84,0.0
28,A35,825.15,624.91,0.0,0.0,641.07
28,A36,955.86,608.76,0.0,0.0,757.76
28,A37,763.82,763.82,0.0,0.0,763.82
28,A38,705.08,350.0,0.0,55.4,0.0
28,A39,832.82,503.26,0.0,1320.93,322.8
28,A4,707.51,625.06,0.0,707.51,0.0
28,A40,858.33,477.13,0.0,316.05,444.0
28,A41,913.75,608.88,0.0,0.0,304.01
28,A42,999.53,554.84,0.0,882.74,0.0
28,A43,581.54,501.95,362.56,0.0,0.0
28,A44,903.72,710.0,0.0,0.0,0.0
28,A45,943.08,500.55,0.0,0.0,0.0
28,A46,885.94,587.64,0.0,878.49,262.97
28,A47,972.8,739.47,85.97,0.0,1788.19
28,A48,402.8,285.32,307.05,402.8,146.1
28,A49,315.35,188.88,0.0,315.35,0.0
28,A5,921.92,492.1,0.0,51.93,770.24
28,A6,683.55,446.31,0.0,0.0,129.53
28,A7,640.89,522.45,0.0,0.0,566.92
28,A8,788.61,601.26,0.0,519.6,788.61
28,A9,961.35,565.2,1142.74,0.0,0.0
29,A1,621.24,462.78,621.24,520.1,0.0
29,A10,908.15,465.19,995.47,0.0,350.59
29,A11,817.1,491.38,0.0,0.0,0.0
29,A12,987.85,683.42,0.0,0.0,2094.46
29,A13,866.5,781.31,866.5,696.11,0.0
29,A14,950.86,559.09,901.98,309.33,1263.43
29,A15,996.59,583.7,0.0,1170.89,216.16
29,A16,622.5,493.66,858.49,0.0,0.0
29,A17,969.1,642.52,0.0,1596.72,1463.82
29,A18,603.92,309.94,300.36,603.92,0.0
29,A19,507.86,354.75,507.86,0.0,0.0
29,A2,977.2,669.51,638.95,0.0,0.0
29,A20,904.08,627.46,0.0,0.0,86.84
29,A21,937.1,480.0,0.0,22.89,0.0
29,A22,934.8,685.03,871.15,0.0,0.0
29,A23,812.73,724.7,0.0,0.0,0.0
29,A24,913.41,547.09,0.0,820.79,337.48
29,A25,948.01,545.55,0.0,825.71,661.71
29,A26,945.73,445.4,347.18,307.88,0.0
29,A27,832.59,712.72,0.0,832.59,0.0
29,A28,941.1,941.1,0.0,0.0,0.0
29,A29,742.93,492.68,0.0,0.0,0.0
29,A3,692.65,472.97,0.0,0.0,835.68
29,A30,632.58,464.73,0.0,0.0,236.82
29,A31,873.56,632.5,0.0,1476.97,406.26
29,A32,911.33,578.48,1511.67,0.0,381.69
29,A33,877.44,561.89,89.59,854.59,877.44
29,A34,888.58,509.97,888.58,877.84,0.0
29,A35,828.57,675.82,0.0,828.57,641.07
29,A36,955.86,694.36,0.0,0.0,757.76
29,A37,763.82,746.17,0.0,0.0,763.82
29,A38,705.08,430.34,0.0,0.0,0.0
29,A39,591.57,390.6,0.0,488.11,201.68
29,A4,707.51,676.51,0.0,707.51,0.0
29,A40,940.97,602.11,0.0,0.0,1384.97
29,A41,913.75,608.88,0.0,0.0,304.01
29,A42,999.53,536.4,0.0,1237.5,616.73
29,A43,741.35,512.07,362.56,0.0,276.57
29,A44,905.31,640.66,905.31,0.0,0.0
29,A45,943.08,472.31,0.0,0.0,0.0
29,A46,885.94,641.76,0.0,878.49,0.0
29,A47,972.8,661.46,85.97,0.0,1788.19
29,A48,790.07,499.97,307.05,402.8,790.07
29,A49,315.35,230.53,0.0,315.35,0.0
29,A5,921.92,767.56,0.0,0.0,664.34
29,A6,678.71,406.77,0.0,0.0,129.53
29,A7,774.2,603.12,0.0,0.0,1341.12
29,A8,788.61,535.47,0.0,519.6,788.61
29,A9,961.35,575.32,1142.74,0.0,0.0
